28,079,004,12,0,0,2024,01,01,41.44,V,41.7,V,27.51,V,88.04,V,46.77,V,79.32,V,52.63,V,71.32,V,17.77,V,92.47,V,93.32,V,17.69,V,15.99,V,45.56,V,74.9,V,36.99,V,47.16,V,68.04,V,63.37,V,91.77,V,82.12,V,92.64,V,83.26,V,12.07,V
28,079,004,12,0,0,2024,01,02,61.39,V,78.92,V,17.79,V,96.05,V,49.16,V,7.93,V,99.84,V,50.24,V,68.73,V,88.34,V,52.39,V,87.69,V,21.22,V,39.03,V,71.66,V,63.95,V,46.75,V,20.28,V,78.05,V,78.91,V,83.12,V,30.0,V,71.37,V,12.43,V
28,079,004,12,0,0,2024,01,03,29.64,V,36.95,V,40.61,V,24.32,V,30.58,V,63.51,V,99.78,V,76.32,V,43.21,V,32.5,V,27.8,V,36.65,V,67.3,V,56.43,V,55.54,V,6.7,V,57.12,V,43.73,V,84.83,V,80.15,V,98.09,V,24.4,V,45.98,V,46.0,V
28,079,004,12,0,0,2024,01,04,25.54,V,22.49,V,25.31,V,44.19,V,45.06,V,29.75,V,53.72,V,23.83,V,50.67,V,44.37,V,25.12,V,65.77,V,88.87,V,30.65,V,63.7,V,89.03,V,34.27,V,39.61,V,9.05,V,47.81,V,44.37,V,71.93,V,52.06,V,40.24,V
28,079,004,12,0,0,2024,01,05,76.15,V,58.94,V,80.67,V,97.25,V,55.63,V,22.17,V,84.27,V,55.8,V,57.53,V,48.16,V,56.91,V,78.0,V,64.73,V,11.25,V,7.55,V,43.16,V,66.84,V,99.32,V,18.18,V,53.73,V,15.3,V,77.12,V,93.29,V,77.61,V
28,079,004,12,0,0,2024,01,06,28.27,V,57.74,V,72.52,V,9.63,V,44.38,V,90.13,V,7.29,V,80.81,V,80.44,V,53.41,V,74.46,V,29.61,V,15.43,V,55.96,V,81.8,V,25.81,V,82.26,V,29.99,V,30.73,V,16.19,V,97.9,V,77.98,V,35.6,V,91.88,V
28,079,004,12,0,0,2024,01,07,70.03,V,66.82,V,11.34,V,28.11,V,74.75,V,70.02,V,51.97,V,85.76,V,28.7,V,65.2,V,42.47,V,91.55,V,68.67,V,43.96,V,54.07,V,8.21,V,70.26,V,28.29,V,68.19,V,89.58,V,88.29,V,77.32,V,64.24,V,38.49,V
28,079,004,12,0,0,2024,01,08,21.94,V,73.97,V,31.44,V,28.96,V,72.1,V,76.9,V,47.45,V,74.6,V,95.82,V,91.44,V,74.07,V,18.63,V,45.04,V,17.69,V,60.05,V,97.76,V,71.03,V,29.14,V,68.74,V,6.68,V,44.8,V,24.92,V,58.79,V,72.4,V
28,079,004,12,0,0,2024,01,09,52.51,V,45.67,V,42.17,V,25.77,V,20.8,V,5.99,V,28.23,V,99.52,V,98.54,V,85.54,V,46.95,V,6.04,V,89.41,V,22.83,V,30.18,V,78.69,V,9.98,V,67.46,V,93.83,V,74.75,V,84.27,V,10.21,V,48.63,V,50.06,V
28,079,004,12,0,0,2024,01,10,74.37,V,68.05,V,92.61,V,82.28,V,10.36,V,64.55,V,7.67,V,23.35,V,99.39,V,90.88,V,69.62,V,24.41,V,70.24,V,51.97,V,53.21,V,55.62,V,38.82,V,90.31,V,27.18,V,54.62,V,82.43,V,93.91,V,78.64,V,88.93,V
28,079,004,12,0,0,2024,01,11,5.82,V,93.71,V,29.69,V,86.16,V,90.51,V,66.6,V,47.61,V,52.66,V,24.54,V,34.27,V,91.85,V,37.99,V,54.93,V,42.99,V,55.72,V,62.0,V,65.32,V,47.94,V,47.14,V,16.37,V,27.04,V,67.22,V,11.29,V,14.52,V
28,079,004,12,0,0,2024,01,12,33.85,V,49.1,V,65.83,V,82.2,V,57.53,V,49.26,V,36.31,V,14.96,V,52.81,V,80.57,V,32.26,V,12.1,V,98.39,V,22.93,V,58.71,V,77.19,V,76.38,V,92.37,V,81.57,V,86.36,V,24.62,V,18.23,V,98.16,V,63.56,V
28,079,004,12,0,0,2024,01,13,30.96,V,80.2,V,42.02,V,69.91,V,80.04,V,42.44,V,93.39,V,89.8,V,80.99,V,27.8,V,53.36,V,93.85,V,35.26,V,11.79,V,77.91,V,19.68,V,79.16,V,64.0,V,87.56,V,39.62,V,68.96,V,82.94,V,28.24,V,96.14,V
28,079,004,12,0,0,2024,01,14,80.06,V,35.01,V,61.64,V,63.94,V,24.41,V,78.88,V,50.39,V,32.26,V,27.3,V,36.48,V,34.53,V,83.38,V,40.7,V,19.16,V,49.95,V,45.04,V,55.73,V,36.31,V,9.62,V,85.05,V,39.45,V,56.4,V,36.53,V,39.64,V
28,079,004,12,0,0,2024,01,15,66.06,V,91.91,V,14.67,V,27.86,V,10.26,V,94.35,V,58.47,V,29.61,V,59.34,V,20.75,V,95.48,V,58.45,V,6.05,V,84.54,V,44.89,V,89.95,V,38.37,V,69.76,V,71.4,V,31.16,V,45.53,V,71.9,V,17.41,V,94.8,V
28,079,004,12,0,0,2024,01,16,38.69,V,88.96,V,60.08,V,49.97,V,55.09,V,28.77,V,27.41,V,48.21,V,71.47,V,78.71,V,35.26,V,23.34,V,97.58,V,97.71,V,93.1,V,41.98,V,28.04,V,72.1,V,50.65,V,51.39,V,31.19,V,46.58,V,68.88,V,35.8,V
28,079,004,12,0,0,2024,01,17,26.69,V,25.8,V,38.2,V,26.65,V,39.2,V,78.54,V,76.15,V,54.47,V,51.0,V,15.87,V,44.35,V,8.78,V,40.54,V,84.03,V,41.03,V,45.76,V,44.39,V,80.96,V,93.74,V,69.58,V,24.94,V,47.67,V,35.4,V,98.98,V
28,079,004,12,0,0,2024,01,18,96.3,V,54.71,V,41.36,V,19.44,V,17.86,V,95.38,V,13.08,V,78.05,V,35.66,V,21.44,V,22.85,V,90.14,V,18.67,V,91.84,V,52.61,V,36.42,V,53.01,V,95.08,V,43.51,V,59.44,V,69.6,V,45.29,V,92.87,V,27.17,V
28,079,004,12,0,0,2024,01,19,72.63,V,93.32,V,13.52,V,35.95,V,59.65,V,77.1,V,10.6,V,59.8,V,74.64,V,86.58,V,86.81,V,70.15,V,11.96,V,15.44,V,71.58,V,50.87,V,70.31,V,66.38,V,24.38,V,71.87,V,18.53,V,61.12,V,98.26,V,72.86,V
28,079,004,12,0,0,2024,01,20,67.46,V,20.01,V,32.57,V,20.1,V,74.12,V,80.34,V,61.02,V,50.62,V,58.19,V,40.46,V,59.71,V,21.27,V,35.76,V,21.47,V,95.16,V,71.13,V,32.11,V,62.86,V,64.0,V,90.77,V,56.65,V,37.92,V,70.47,V,5.09,V
28,079,004,12,0,0,2024,01,21,22.39,V,92.15,V,40.12,V,89.34,V,27.69,V,87.13,V,33.72,V,62.75,V,37.61,V,9.2,V,89.69,V,58.97,V,39.65,V,64.25,V,26.32,V,49.56,V,55.42,V,45.21,V,18.88,V,62.47,V,88.72,V,94.02,V,88.05,V,37.14,V
28,079,004,12,0,0,2024,01,22,47.02,V,31.46,V,6.36,V,78.22,V,80.52,V,58.79,V,41.53,V,5.55,V,77.05,V,86.4,V,60.68,V,88.32,V,87.48,V,24.06,V,95.07,V,42.34,V,29.4,V,19.57,V,92.05,V,52.74,V,25.83,V,60.17,V,53.26,V,13.54,V
28,079,004,12,0,0,2024,01,23,16.36,V,10.42,V,74.17,V,42.12,V,5.26,V,41.59,V,31.23,V,27.87,V,41.16,V,5.68,V,27.29,V,91.83,V,75.95,V,18.84,V,88.58,V,31.91,V,79.45,V,32.75,V,70.16,V,66.12,V,42.78,V,75.38,V,95.59,V,23.5,V
